Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
ZPZ,Primary industries,2014Q1,12881,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q2,9445,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q3,10126,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q4,12299,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q1,12598,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q2,9374,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q3,10064,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q4,12188,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q1,12478,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q2,9201,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q3,9899,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q4,11979,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q1,12386,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q2,9197,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q3,9946,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q4,12061,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q1,12551,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q2,9286,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q3,9982,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q4,12018,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q1,13035,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q2,9533,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q3,9720,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q4,11948,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q1,12943,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q2,9316,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q3,9711,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q4,11986,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q1,12881,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q2,9441,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q3,9618,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q4,11935,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q1,12474,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q2,9047,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q3,9718,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q4,11919,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q1,12210,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q2,8946,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q3,9619,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q4,11764,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q1,12075,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q2,8837,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q3,9502,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q4,11616,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q1,12030,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q2,8837,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q3,9581,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q4,11667,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q1,12176,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q2,8926,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q3,9642,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q4,11686,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q1,12685,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q2,9182,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q3,9366,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q4,11592,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q1,12605,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q2,9045,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q3,9403,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q4,11680,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q1,12569,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q2,9132,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q3,9326,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q4,11620,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q1,407,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q2,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q3,408,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q4,380,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q1,389,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q2,427,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q3,446,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q4,424,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q1,403,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q2,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q3,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q4,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q1,356,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q3,364,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q4,394,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q1,375,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q3,341,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q4,332,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q1,350,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q2,351,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q3,355,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q4,357,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q1,339,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q2,271,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q3,309,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q4,306,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q1,311,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q2,309,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q3,292,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q4,315,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q1,5194,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q2,5206,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q3,5407,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q4,5801,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q1,5667,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q2,5048,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q3,5175,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q4,5347,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q1,5190,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q2,4851,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q3,4947,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q4,4714,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q1,4895,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q2,4954,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q3,5107,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q4,5490,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q1,5010,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q2,4735,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q3,5095,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q4,5549,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q1,5627,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q2,5001,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q3,5363,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q4,5479,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q1,5146,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q2,4679,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q3,5548,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q4,5246,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q1,5486,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q2,5529,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q3,4584,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q4,4588,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q1,2942,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q2,2812,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q3,3078,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q4,3404,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q1,3098,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q2,2867,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q3,2919,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q4,3122,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q1,2996,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q2,2693,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q3,2941,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q4,2840,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q1,2989,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q2,2608,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q3,2668,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q4,3107,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q1,2707,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q2,2552,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q3,2860,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q4,3065,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q1,3015,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q2,2652,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q3,2810,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q4,3221,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q1,2707,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q2,2416,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q3,2566,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q4,2905,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q1,2707,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q2,2364,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q3,2254,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q4,2787,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q1,2030,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q2,2168,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q3,2075,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q4,2162,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q1,2328,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q2,1941,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q3,2027,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q4,1993,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q1,1956,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q2,1905,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q3,1741,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q4,1575,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q1,1593,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q2,2053,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q3,2111,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q4,2000,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q1,1932,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q2,1782,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q3,1836,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q4,2066,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q1,2217,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q2,1967,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q3,2176,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q4,1861,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q1,2061,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q2,1996,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q3,2561,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q4,1938,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q1,2376,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q2,2749,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q3,1966,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q4,1396,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q1,223,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q2,226,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q3,254,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q4,235,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q1,240,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q2,240,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q3,229,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q4,233,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q1,238,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q2,253,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q3,266,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q4,299,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q1,314,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q2,292,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q3,328,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q4,384,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q1,371,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q2,400,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q3,399,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q4,418,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q1,395,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q2,382,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q3,378,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q4,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q1,378,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q2,267,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q3,421,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q4,404,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q1,404,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q2,417,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q3,364,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q4,405,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q1,2079,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q2,2026,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q3,2175,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q4,2145,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q1,2201,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q2,2184,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q3,2272,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q4,2282,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q1,2243,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q2,2182,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q3,2365,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q4,2309,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q1,2358,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q2,2307,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q3,2439,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q4,2396,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q1,2469,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q2,2351,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q3,2371,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q4,2478,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q1,2449,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q2,2391,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q3,2506,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q4,2517,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q1,2414,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q2,1469,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q3,1755,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q4,1862,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q1,1791,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q2,1916,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q3,1729,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q4,1795,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q1,1497,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q2,1394,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q3,1512,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q4,1522,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q1,1633,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q2,1565,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q3,1612,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q4,1665,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q1,1664,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q2,1547,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q3,1682,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q4,1689,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q1,1767,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q2,1655,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q3,1768,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q4,1760,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q1,1909,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q2,1717,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q3,1730,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q4,1869,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q1,1836,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q2,1723,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q3,1761,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q4,1830,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q1,1791,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q2,883,Actual,Kilotonnes,Carbon dioxide equivalents,P
